area_data_type,geography_type,geography_id,geography_desc,total_area,mobilebb_3g_area_st_pct,mobilebb_3g_area_iv_pct,mobilebb_4g_area_st_pct,mobilebb_4g_area_iv_pct,mobilebb_5g_spd1_area_st_pct,mobilebb_5g_spd1_area_iv_pct,mobilebb_5g_spd2_area_st_pct,mobilebb_5g_spd2_area_iv_pct
Rural,Tribal,4455R,Upper Skagit Reservation,0.5267,0.0000,0.0000,1.0000,1.0000,1.0000,0.6000,0.8000,0.6000
Rural,Tribal,4455T,Upper Skagit Off-Reservation Trust Land,3.4760,0.0000,0.0000,1.0000,0.8182,1.0000,0.6364,0.7273,0.4545
Rural,Tribal,4470R,Ute Mountain Reservation,2053.4571,0.2698,0.1065,0.7808,0.3993,0.2340,0.0503,0.1690,0.0193
Rural,Tribal,4470T,Ute Mountain Off-Reservation Trust Land,27.0705,0.0428,0.0000,0.3502,0.1712,0.2062,0.0545,0.2062,0.0506
Rural,Tribal,4500R,Viejas Reservation,5.4773,0.0000,0.0000,1.0000,1.0000,1.0000,0.9038,0.9423,0.8462
Rural,Tribal,4500T,Viejas Off-Reservation Trust Land,0.2107,0.0000,0.0000,1.0000,1.0000,1.0000,1.0000,1.0000,0.5000
Rural,Tribal,4515R,Walker River Reservation,1301.9097,0.8897,0.7804,0.6702,0.1083,0.0415,0.0006,0.0152,0.0000
Rural,Tribal,4530T,Wampanoag-Aquinnah Trust Land,1.6853,0.0000,0.0000,0.8750,0.6250,0.6875,0.0625,0.4375,0.0000
Rural,Tribal,4545R,Warm Springs Reservation,2787.9406,0.0000,0.0000,0.6690,0.2687,0.3744,0.1383,0.2673,0.0815
Rural,Tribal,4545T,Warm Springs Off-Reservation Trust Land,23.2785,0.0000,0.0000,0.9005,0.5837,0.6923,0.2941,0.5792,0.2217
Rural,Tribal,4560T,Washoe Ranches Trust Land,358.9732,0.0000,0.0000,0.8847,0.5335,0.7356,0.4800,0.6285,0.2829
Rural,Tribal,4580R,Wells Colony,0.2107,0.0000,0.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000
Rural,Tribal,4595R,White Earth Reservation,2847.0321,0.0000,0.0000,0.8883,0.4639,0.4790,0.1189,0.2993,0.0825
Rural,Tribal,4595T,White Earth Off-Reservation Trust Land,9.6906,0.0000,0.0000,0.8152,0.3478,0.4348,0.1304,0.3478,0.1087
Rural,Tribal,4610R,Wind River Reservation,8885.9550,0.6317,0.4662,0.8277,0.7037,0.1528,0.0409,0.1020,0.0154
Rural,Tribal,4610T,Wind River Off-Reservation Trust Land,19.9078,0.2804,0.0053,0.8624,0.7725,0.5079,0.0000,0.3492,0.0000
Rural,Tribal,4625R,Winnebago Reservation,460.1977,0.0000,0.0000,0.9954,0.6869,0.5544,0.1147,0.3143,0.0483
Rural,Tribal,4625T,Winnebago Off-Reservation Trust Land,0.5267,0.0000,0.0000,1.0000,0.0000,0.8000,0.0000,0.2000,0.0000
Rural,Tribal,4635R,Winnemucca Indian Colony,1.5800,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000
Rural,Tribal,4665R,Woodfords Community,1.5800,0.0000,0.0000,0.9333,0.0667,0.7333,0.0000,0.0667,0.0000
Rural,Tribal,4680R,XL Ranch Rancheria,39.0784,0.0000,0.0000,0.7224,0.2588,0.4663,0.2372,0.2453,0.0323
Rural,Tribal,4690R,Yakama Nation Reservation,6032.6029,0.0000,0.0000,0.5852,0.4180,0.4961,0.3066,0.4198,0.1669
Rural,Tribal,4690T,Yakama Nation Off-Reservation Trust Land,91.7446,0.0000,0.0000,0.8324,0.4971,0.6257,0.2675,0.4845,0.1607
Rural,Tribal,4700R,Yankton Reservation,1777.6966,0.0574,0.0424,0.9979,0.8660,0.8465,0.3038,0.6854,0.2040
Rural,Tribal,4708R,Yavapai-Apache Nation Reservation,1.0533,0.0000,0.0000,1.0000,1.0000,0.9000,0.2000,0.6000,0.2000
Rural,Tribal,4708T,Yavapai-Apache Nation Off-Reservation Trust Land,4.5293,0.0000,0.0000,1.0000,0.9767,1.0000,0.6744,0.9535,0.5349
Rural,Tribal,4725R,Yerington Colony,0.1053,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000
Rural,Tribal,4740R,Yomba Reservation,16.7479,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
Rural,Tribal,4755R,Ysleta del Sur Pueblo,0.2107,0.0000,0.0000,1.0000,1.0000,1.0000,0.0000,0.5000,0.0000
Rural,Tribal,4755T,Ysleta del Sur Off-Reservation Trust Land,9.7959,0.0000,0.0000,1.0000,0.5269,0.7527,0.0860,0.3441,0.0645
Rural,Tribal,4760R,Yurok Reservation,231.3102,0.0000,0.0000,0.2063,0.0546,0.0073,0.0005,0.0032,0.0000
Rural,Tribal,4770R,Zia Pueblo,426.2806,0.3430,0.1678,0.9889,0.7991,0.7598,0.3173,0.6316,0.1532
Rural,Tribal,4770T,Zia Off-Reservation Trust Land,7.2679,0.5507,0.3478,1.0000,0.9710,0.8406,0.2174,0.7826,0.0290
Rural,Tribal,4785R,Zuni Reservation,1487.2949,0.1348,0.0945,0.8200,0.3008,0.2647,0.0794,0.1549,0.0363
Rural,Tribal,4785T,Zuni Off-Reservation Trust Land,145.7802,0.0000,0.0000,0.5882,0.0455,0.0000,0.0000,0.0000,0.0000
Rural,Tribal,4910R,Kickapoo (KS) Reservation/Sac and Fox Nation Trust Land joint-use area,0.9480,0.0000,0.0000,1.0000,1.0000,1.0000,0.8889,1.0000,0.8889
Rural,Tribal,4930R,San Felipe Pueblo/Santa Ana Pueblo joint-use area,2.2120,0.3810,0.0000,1.0000,1.0000,1.0000,0.8571,1.0000,0.5238
Rural,Tribal,4940R,San Felipe Pueblo/Santo Domingo Pueblo joint-use area,2.7386,0.6538,0.3077,1.0000,0.9615,0.8077,0.6154,0.6923,0.1154
Rural,Tribal,5003T,Anahola (Agricultural) Hawaiian Home Land,2.0013,0.0000,0.0000,1.0000,1.0000,1.0000,1.0000,1.0000,0.9474
Rural,Tribal,5004T,Anahola (Residential) Hawaiian Home Land,12.9559,0.0000,0.0000,0.8618,0.5203,0.6829,0.4472,0.6098,0.4146
Rural,Tribal,5009T,Haiku Hawaiian Home Land,0.3160,0.0000,0.0000,1.0000,1.0000,1.0000,1.0000,1.0000,0.6667
Rural,Tribal,5011T,Hanapepe Hawaiian Home Land,1.4747,0.0000,0.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000
Rural,Tribal,5018T,Homuula-Upper Piihonua Hawaiian Home Land,214.5623,0.0000,0.0000,0.9440,0.4634,0.7663,0.3235,0.5150,0.1389
Rural,Tribal,5026T,Honokaia Hawaiian Home Land,11.4812,0.0000,0.0000,0.9817,0.5229,0.8165,0.2752,0.4404,0.2294
Rural,Tribal,5029T,Honokowai Hawaiian Home Land,2.6333,0.0000,0.0000,1.0000,1.0000,1.0000,1.0000,0.8800,0.5600
Rural,Tribal,5031T,Honomu Hawaiian Home Land,2.9493,0.0000,0.0000,1.0000,0.8214,1.0000,0.2500,0.7500,0.0714
Rural,Tribal,5033T,Hoolehua-Palaau Hawaiian Home Land,48.4530,0.0000,0.0000,0.9913,0.9304,0.9391,0.7565,0.9196,0.6326
Rural,Tribal,5041T,Kahikinui Hawaiian Home Land,83.3180,0.0000,0.0000,0.5891,0.0000,0.0025,0.0000,0.0000,0.0000
Rural,Tribal,5044T,Kalaeloa Hawaiian Home Land,1.8960,0.0000,0.0000,1.0000,1.0000,1.0000,1.0000,1.0000,0.6111
Rural,Tribal,5046T,Kalamaula Hawaiian Home Land,17.4852,0.0000,0.0000,0.9880,0.8373,0.8614,0.4398,0.7530,0.0000
Rural,Tribal,5051T,Kalaupapa Hawaiian Home Land,4.6346,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
Rural,Tribal,5056T,Kamaoa-Puueo Hawaiian Home Land,38.3410,0.0000,0.0000,1.0000,0.6154,0.9423,0.3434,0.8352,0.1456
Rural,Tribal,5061T,Kamiloloa-Makakupaia Hawaiian Home Land,11.7972,0.0000,0.0000,0.9643,0.4107,0.7679,0.0179,0.4375,0.0000
Rural,Tribal,5066T,Kamoku-Kapulena Hawaiian Home Land,16.4319,0.0000,0.0000,0.9679,0.8462,0.9167,0.5641,0.6154,0.3269
Rural,Tribal,5069T,Kaohe-Olaa Hawaiian Home Land,2.4226,0.0000,0.0000,1.0000,0.4348,0.0870,0.0000,0.0000,0.0000
Rural,Tribal,5076T,Kapaakea Hawaiian Home Land,6.9519,0.0000,0.0000,0.9697,0.5455,0.7727,0.1515,0.6212,0.0303
Rural,Tribal,5091T,Kawaihae Hawaiian Home Land,34.7597,0.0000,0.0000,0.9939,0.6364,0.9424,0.4182,0.7848,0.2909
Rural,Tribal,5101T,Kealakehe Hawaiian Home Land,1.2640,0.0000,0.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000
Rural,Tribal,5104T,Keanae-Wailua Hawaiian Home Land,0.7373,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
Rural,Tribal,5106T,Keaukaha Hawaiian Home Land,4.7400,0.0000,0.0000,0.9778,0.6000,0.8889,0.4222,0.6667,0.3556
Rural,Tribal,5114T,Keokea (Agricultural) Hawaiian Home Land,8.6373,0.0000,0.0000,1.0000,0.9024,1.0000,0.7195,0.9512,0.0488
Rural,Tribal,5116T,Keoniki Hawaiian Home Land,0.9480,0.0000,0.0000,1.0000,1.0000,1.0000,1.0000,1.0000,0.8889
Rural,Tribal,5123T,Kolaoa Hawaiian Home Land,1.6853,0.0000,0.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000
Rural,Tribal,5133T,Lalamilo Hawaiian Home Land,0.8427,0.0000,0.0000,1.0000,1.0000,1.0000,0.8750,1.0000,0.8750
Rural,Tribal,5134T,Lanai City Hawaiian Home Land,0.1053,0.0000,0.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000
Rural,Tribal,5135T,Leialii Hawaiian Home Land,0.3160,0.0000,0.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000
Rural,Tribal,5136T,Lualualei Hawaiian Home Land,1.5800,0.0000,0.0000,1.0000,1.0000,1.0000,1.0000,1.0000,0.8000
Rural,Tribal,5139T,Makaha Valley Hawaiian Home Land,0.9480,0.0000,0.0000,1.0000,1.0000,1.0000,0.8889,1.0000,0.6667
Rural,Tribal,5146T,Makuu Hawaiian Home Land,7.4786,0.0000,0.0000,1.0000,0.6901,0.9014,0.3944,0.6901,0.1831
Rural,Tribal,5156T,Moloaa Hawaiian Home Land,1.2640,0.0000,0.0000,0.9167,0.8333,0.9167,0.5000,0.9167,0.5000
Rural,Tribal,5161T,Nanakuli Hawaiian Home Land,4.8453,0.0000,0.0000,1.0000,1.0000,1.0000,0.9348,1.0000,0.5000
Rural,Tribal,5166T,Nienie Hawaiian Home Land,24.4371,0.0000,0.0000,0.8491,0.2112,0.4698,0.0043,0.2629,0.0000
Rural,Tribal,5176T,Panaewa (Agricultural) Hawaiian Home Land,6.1093,0.0000,0.0000,1.0000,0.8966,1.0000,0.6207,0.9483,0.3793
Rural,Tribal,5181T,Pauahi Hawaiian Home Land,1.6853,0.0000,0.0000,1.0000,1.0000,1.0000,0.9375,0.9375,0.8125
Rural,Tribal,5199T,Pulehunui Hawaiian Home Land,1.2640,0.0000,0.0000,1.0000,1.0000,1.0000,1.0000,1.0000,0.9167
Rural,Tribal,5201T,Puukapu Hawaiian Home Land,42.0277,0.0000,0.0000,1.0000,0.7945,0.9674,0.5990,0.5363,0.2030
Rural,Tribal,5213T,South Maui Hawaiian Home Land,0.6320,0.0000,0.0000,1.0000,0.8333,1.0000,0.8333,0.5000,0.5000
Rural,Tribal,5216T,Ualapue Hawaiian Home Land,1.2640,0.0000,0.0000,0.8333,0.6667,0.8333,0.0000,0.3333,0.0000
Rural,Tribal,5222T,Upolu Hawaiian Home Land,0.1053,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
Rural,Tribal,5223T,Waiahole Hawaiian Home Land,0.1053,0.0000,0.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000
Rural,Tribal,5236T,Waiakea Hawaiian Home Land,4.1080,0.0000,0.0000,1.0000,0.5128,1.0000,0.3077,0.4615,0.1026
Rural,Tribal,5238T,Waianae Hawaiian Home Land,0.8427,0.0000,0.0000,1.0000,0.8750,0.8750,0.7500,0.8750,0.3750
Rural,Tribal,5248T,Waiku-Hana Hawaiian Home Land,2.6333,0.0000,0.0000,0.4400,0.1600,0.0000,0.0000,0.0000,0.0000
Rural,Tribal,5251T,Wailau Hawaiian Home Land,0.3160,0.0000,0.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000
Rural,Tribal,5256T,Wailua Hawaiian Home Land,2.1067,0.0000,0.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000
Rural,Tribal,5271T,Waimanalo Hawaiian Home Land,4.7400,0.0000,0.0000,1.0000,0.9333,0.9111,0.2889,0.7556,0.0222
Rural,Tribal,5276T,Waimanu Hawaiian Home Land,0.4213,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
Rural,Tribal,5281T,Waimea Hawaiian Home Land,54.8782,0.0000,0.0000,0.9175,0.3916,0.3743,0.1497,0.2706,0.1190
Rural,Tribal,5283T,Waiohinu Hawaiian Home Land,0.9480,0.0000,0.0000,1.0000,0.3333,1.0000,0.4444,1.0000,0.0000
Rural,Tribal,5286T,Waiohuli (Residential) Hawaiian Home Land,12.6399,0.0000,0.0000,1.0000,0.9500,1.0000,0.8333,1.0000,0.0583
Rural,Tribal,5540R,Caddo-Wichita-Delaware OTSA,2433.4967,0.0000,0.0000,0.9894,0.7671,0.8326,0.3461,0.6563,0.2061
Rural,Tribal,5550R,Cherokee OTSA,16481.6923,0.0000,0.0000,0.9632,0.7092,0.8213,0.5263,0.6358,0.3128
Rural,Tribal,5560R,Cheyenne and Arapaho OTSA,19032.2134,0.0000,0.0000,0.9569,0.7521,0.7377,0.3172,0.5435,0.1836
Rural,Tribal,5580R,Chickasaw OTSA,17272.8447,0.0000,0.0000,0.9853,0.8089,0.8824,0.5967,0.6787,0.3715
Rural,Tribal,5590R,Choctaw OTSA,25904.6324,0.0000,0.0000,0.9011,0.7023,0.5819,0.3425,0.3415,0.1483
Rural,Tribal,5600R,Citizen Potawatomi Nation-Absentee Shawnee OTSA,2615.1953,0.0000,0.0000,0.9943,0.8283,0.9630,0.6835,0.6676,0.4196
Rural,Tribal,5620R,Creek OTSA,10724.0072,0.0000,0.0000,0.9725,0.7842,0.8635,0.5757,0.6770,0.3727
Rural,Tribal,5640R,Eastern Shawnee OTSA,50.6649,0.0000,0.0000,0.9854,0.6944,1.0000,0.4906,0.9189,0.3285
Rural,Tribal,5670R,Iowa OTSA,855.6159,0.0000,0.0000,0.9954,0.7391,0.8853,0.5179,0.5494,0.2696
Rural,Tribal,5690R,Kaw OTSA,1192.9959,0.0000,0.0000,0.9916,0.8042,0.9254,0.5553,0.7524,0.3262
Rural,Tribal,5700R,Kickapoo OTSA,749.5461,0.0000,0.0000,1.0000,0.9213,0.9862,0.7555,0.8546,0.5003
Rural,Tribal,5720R,Kiowa-Comanche-Apache-Fort Sill Apache OTSA,14771.0925,0.0000,0.0000,0.9797,0.7882,0.8531,0.5151,0.6714,0.2868
Rural,Tribal,5730R,Miami OTSA,68.9928,0.0000,0.0000,0.9817,0.5435,0.5954,0.0794,0.3771,0.0092
Rural,Tribal,5740R,Modoc OTSA,15.3785,0.0000,0.0000,1.0000,1.0000,1.0000,0.7397,0.9315,0.6301
Rural,Tribal,5760R,Otoe-Missouria OTSA,483.3708,0.0000,0.0000,0.9978,0.8834,0.9383,0.6108,0.7575,0.3260
Rural,Tribal,5770R,Ottawa OTSA,53.2982,0.0000,0.0000,0.9921,0.7411,1.0000,0.1739,0.7866,0.0968
Rural,Tribal,5780R,Pawnee OTSA,1286.0045,0.0000,0.0000,0.9910,0.8029,0.9160,0.5878,0.6897,0.3395
Rural,Tribal,5795R,Peoria OTSA,92.1659,0.0000,0.0000,1.0000,0.8423,1.0000,0.6217,1.0000,0.4400
Rural,Tribal,5800R,Ponca OTSA,398.3675,0.0000,0.0000,0.9783,0.8760,0.9323,0.7298,0.8289,0.4112
Rural,Tribal,5810R,Quapaw OTSA,209.4010,0.0000,0.0000,1.0000,0.9306,1.0000,0.7963,0.9839,0.5780
Rural,Tribal,5820R,Sac and Fox OTSA,1740.5142,0.0000,0.0000,1.0000,0.8785,0.9354,0.6124,0.7808,0.4404
Rural,Tribal,5830R,Seminole OTSA,1349.7307,0.0000,0.0000,0.9328,0.7046,0.8049,0.4638,0.5698,0.2811
Rural,Tribal,5835R,Seneca-Cayuga OTSA,203.1864,0.0000,0.0000,0.9456,0.4152,0.7947,0.1659,0.3852,0.0876
Rural,Tribal,5860R,Tonkawa OTSA,343.6999,0.0000,0.0000,1.0000,0.9592,0.9871,0.6644,0.9078,0.3923
Rural,Tribal,5890R,Wyandotte OTSA,83.6340,0.0000,0.0000,0.9912,0.6952,0.9320,0.3060,0.6826,0.2065
Rural,Tribal,5915R,Creek/Seminole joint-use OTSA,155.7868,0.0000,0.0000,0.9973,0.9033,0.9790,0.7742,0.8337,0.4577
Rural,Tribal,5950R,Kaw/Ponca joint-use OTSA,226.1489,0.0000,0.0000,1.0000,0.9884,0.9981,0.8351,0.9725,0.5058
Rural,Tribal,5955R,Kiowa-Comanche-Apache-Ft Sill Apache/Caddo-Wichita-Delaware joint-use OTSA,447.5578,0.0000,0.0000,0.9988,0.8543,0.8616,0.3992,0.6583,0.2269
Rural,Tribal,5970R,Miami/Peoria joint-use OTSA,24.5425,0.0000,0.0000,1.0000,0.5665,0.9785,0.2489,0.5064,0.1159
Rural,Tribal,6015R,Akhiok ANVSA,30.1251,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
Rural,Tribal,6020R,Akiachak ANVSA,45.1876,0.9977,0.9930,0.0256,0.0000,0.0000,0.0000,0.0000,0.0000
Rural,Tribal,6025R,Akiak ANVSA,2.2120,1.0000,1.0000,0.0476,0.0000,0.0000,0.0000,0.0000,0.0000
Rural,Tribal,6030R,Akutan ANVSA,4.5293,0.0000,0.0000,0.1628,0.0930,0.0000,0.0000,0.0000,0.0000
Rural,Tribal,6035R,Alakanuk ANVSA,110.4938,1.0000,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
Rural,Tribal,6040R,Alatna ANVSA,48.2423,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
Rural,Tribal,6045R,Aleknagik ANVSA,56.6689,0.9981,0.9182,0.7212,0.6989,0.0000,0.0000,0.0000,0.0000
Rural,Tribal,6065R,Algaaciq ANVSA,6.5306,1.0000,0.9677,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
Rural,Tribal,6070R,Allakaket ANVSA,23.9105,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
Rural,Tribal,6075R,Ambler ANVSA,29.7038,0.0000,0.0000,0.8582,0.7057,0.0000,0.0000,0.0000,0.0000
Rural,Tribal,6080R,Anaktuvuk Pass ANVSA,13.3772,0.0000,0.0000,0.8583,0.7323,0.0000,0.0000,0.0000,0.0000
Rural,Tribal,6095R,Andreafsky ANVSA,74.1541,1.0000,0.9773,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
Rural,Tribal,6100R,Angoon ANVSA,124.1870,0.2867,0.1713,0.8151,0.6209,0.0000,0.0000,0.0000,0.0000
Rural,Tribal,6105R,Aniak ANVSA,38.3410,0.9753,0.8187,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
Rural,Tribal,6125R,Anvik ANVSA,31.9157,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
Rural,Tribal,6140R,Arctic Village ANVSA,40.6583,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
Rural,Tribal,6150R,Atka ANVSA,21.2772,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
Rural,Tribal,6160R,Atmautluak ANVSA,2.8440,1.0000,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
Rural,Tribal,6165R,Atqasuk ANVSA,104.0685,0.0000,0.0000,0.5547,0.1994,0.0000,0.0000,0.0000,0.0000
Rural,Tribal,6175R,Barrow ANVSA,51.8236,0.0000,0.0000,0.9837,0.8394,0.0000,0.0000,0.0000,0.0000
Rural,Tribal,6190R,Beaver ANVSA,56.8796,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
Rural,Tribal,6195R,Belkofski ANVSA,10.7439,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
Rural,Tribal,6205R,Bethel ANVSA,95.1152,1.0000,0.9989,1.0000,0.9535,0.0000,0.0000,0.0000,0.0000
Rural,Tribal,6225R,Bill Moore's ANVSA,6.7413,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
Rural,Tribal,6235R,Birch Creek ANVSA,22.7518,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
Rural,Tribal,6240R,Brevig Mission ANVSA,6.8466,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
Rural,Tribal,6250R,Buckland ANVSA,2.8440,0.9630,0.9630,1.0000,1.0000,0.0000,0.0000,0.0000,0.0000
Rural,Tribal,6255R,Cantwell ANVSA,284.1871,0.5196,0.4203,0.5927,0.3718,0.0000,0.0000,0.0000,0.0000
Rural,Tribal,6257R,Canyon Village ANVSA,93.1139,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
Rural,Tribal,6265R,Chalkyitsik ANVSA,24.0158,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
Rural,Tribal,6275R,Chefornak ANVSA,16.3265,1.0000,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
Rural,Tribal,6280R,Chenega ANVSA,89.0060,0.0000,0.0000,0.2852,0.1917,0.0000,0.0000,0.0000,0.0000
Rural,Tribal,6285R,Chevak ANVSA,3.3706,1.0000,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
Rural,Tribal,6290R,Chickaloon ANVSA,17400.5077,0.0514,0.0345,0.1297,0.0556,0.0499,0.0239,0.0288,0.0159
Rural,Tribal,6295R,Chignik ANVSA,49.6116,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
Rural,Tribal,6300R,Chignik Lagoon ANVSA,40.9743,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
Rural,Tribal,6305R,Chignik Lake ANVSA,59.6182,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
Rural,Tribal,6310R,Chilkat ANVSA,6.7413,0.0000,0.0000,1.0000,0.9219,0.0000,0.0000,0.0000,0.0000
Rural,Tribal,6315R,Chilkoot ANVSA,1.4747,1.0000,0.8571,1.0000,1.0000,0.0000,0.0000,0.0000,0.0000
Rural,Tribal,6325R,Chistochina ANVSA,78.4727,0.0000,0.0000,0.8966,0.6121,0.7329,0.4389,0.6658,0.4134
Rural,Tribal,6330R,Chitina ANVSA,360.6585,0.0754,0.0447,0.1329,0.0692,0.0000,0.0000,0.0000,0.0000
Rural,Tribal,6335R,Chuathbaluk ANVSA,17.0639,0.4444,0.1728,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
Rural,Tribal,6340R,Chuloonawick ANVSA,120.1844,0.9702,0.6635,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
Rural,Tribal,6350R,Circle ANVSA,295.6683,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
Rural,Tribal,6360R,Clarks Point ANVSA,11.7972,0.8036,0.8036,1.0000,1.0000,0.0000,0.0000,0.0000,0.0000
Rural,Tribal,6365R,Copper Center ANVSA,44.4503,0.9526,0.7322,0.9739,0.7038,0.0047,0.0000,0.0047,0.0000
Rural,Tribal,6380R,Council ANVSA,56.3529,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
Rural,Tribal,6385R,Craig ANVSA,53.9302,0.0000,0.0000,0.7520,0.4375,0.0000,0.0000,0.0000,0.0000
Rural,Tribal,6390R,Crooked Creek ANVSA,295.6683,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
Rural,Tribal,6400R,Deering ANVSA,12.9559,0.0000,0.0000,0.9837,0.9350,0.0000,0.0000,0.0000,0.0000
Rural,Tribal,6405R,Dillingham ANVSA,213.4036,0.5370,0.4585,0.4102,0.3796,0.0000,0.0000,0.0000,0.0000
Rural,Tribal,6415R,Dot Lake ANVSA,12.6399,0.0000,0.0000,0.9917,0.9917,0.0000,0.0000,0.0000,0.0000
Rural,Tribal,6420R,Douglas ANVSA,233.9435,0.4903,0.3674,0.6105,0.3332,0.3449,0.1148,0.1459,0.0603
Rural,Tribal,6430R,Eagle ANVSA,48.8743,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
Rural,Tribal,6440R,Eek ANVSA,2.1067,1.0000,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
Rural,Tribal,6445R,Egegik ANVSA,201.9224,0.0000,0.0000,0.6881,0.6416,0.0000,0.0000,0.0000,0.0000
Rural,Tribal,6450R,Eklutna ANVSA,24.6478,0.9658,0.9359,0.9615,0.9487,0.9829,0.9487,0.6453,0.5855
Rural,Tribal,6455R,Ekuk ANVSA,12.5346,0.6050,0.5882,0.5378,0.5378,0.0000,0.0000,0.0000,0.0000
Rural,Tribal,6460R,Ekwok ANVSA,52.1396,0.9859,0.9394,0.4747,0.3455,0.0000,0.0000,0.0000,0.0000
Rural,Tribal,6470R,Elim ANVSA,808.9536,0.1217,0.0398,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
Rural,Tribal,6480R,Emmonak ANVSA,14.8519,1.0000,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
Rural,Tribal,6490R,Evansville ANVSA,16.1159,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
Rural,Tribal,6495R,Eyak ANVSA,44.0290,0.0000,0.0000,0.9617,0.9330,0.0000,0.0000,0.0000,0.0000
Rural,Tribal,6500R,False Pass ANVSA,38.3410,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
Rural,Tribal,6515R,Fort Yukon ANVSA,18.8545,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
Rural,Tribal,6520R,Gakona ANVSA,108.3871,0.0010,0.0000,0.9155,0.6948,0.0029,0.0000,0.0010,0.0000
Rural,Tribal,6525R,Galena ANVSA,63.5155,1.0000,0.9536,0.8259,0.3930,0.0000,0.0000,0.0000,0.0000
Rural,Tribal,6530R,Gambell ANVSA,30.5464,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
Rural,Tribal,6535R,Georgetown ANVSA,123.5550,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
Rural,Tribal,6540R,Golovin ANVSA,10.6386,1.0000,0.9604,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
Rural,Tribal,6545R,Goodnews Bay ANVSA,9.3746,0.9326,0.9213,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
Rural,Tribal,6550R,Grayling ANVSA,29.8091,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
